participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.task_rounds_mp,participant.task_rounds_sp,participant.svo_angle,participant.svo_category,participant.progress,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,g_ug_sp_p.1.player.id_in_group,g_ug_sp_p.1.player.role,g_ug_sp_p.1.player.payoff,g_ug_sp_p.1.player.prolificid,g_ug_sp_p.1.player.offer,g_ug_sp_p.1.group.id_in_subsession,g_ug_sp_p.1.subsession.round_number
1,ms34a9lw,,0,4,4,g_ug_sp_p,end,2023-11-27 13:32:00.837253,1,,,0.0,,,,,,om2d99ao,,,,,0,0.0,1.0,g_ug_sp_p,1,,0.0,61389b7bcd250f25cff69354,2,1,1
